Semester|Program Code|Program Short Name|Course Code|Course Name|Credit|ECTS Credit|Course Section|Capacity|Day1|Start Hour1|End Hour1|Instructor Name|Instructor Title|Language of Instruction|Level of Study|Course Objectives|Course Learning Outcomes|Course Content
2024-2025 Fall|901|IS|9010100|INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS|0|1.0|1|500||||ALTAN KOÇYİĞİT|Prof.Dr.|English|Undergraduate|At the end of this course, students will be able toO1:Describe and link the basic concepts of information technology and adapt to using the emerging technologies effectivelyO2:Identify the nature and extent of the information they needO3:Search, access, collect, assess, criticize, compare, analyze, locate and present the information they requireO4:Identify, demonstrate and describe ethical issues, regulations and laws to use information, software and technology systemsO5:Practice health and safety issues involved in using computersO6:Compose, edit and revise a document using a word processing tool including Microsoft WordO7:Manipulate, organize, filter and analyze data using spreadsheetsO8:Communicate, interact and collaborate with peers, experts and other audiences through various media including NetMeeting and applications including Microsoft Outlook and web browsersO9:Investigate, define and solve basic computer problems, provide maintenance and security of computersO10:Use technology to support decision making process for real world problemsO11:Construct personal knowledge and meaning using electronic research techniquesO12:Apply technology to increase productivityO13:Organize and present information by combining different media|At the end of this course, students will be able toExplain the importance of being information and computer literate.Explain the basic concepts in information technology including hardware, software and operating systems.Identify the components of PC and read technical specifications.Work with Windows environment.Explain what human computer interaction is.List and explain the task of the common Windows user interface components including menus, toolbars, buttons, icons, windows, pointer and scroll bars.Manage files and directories.Recognize basic file extensions, file properties and understand their purposes. They will learn how to secure and organize their documents. The students will be able to install or uninstall a computer application.Explain well-known digital information resources on the internet and explain how to use them effectively.Explain the importance of information quality assessment and show how to do it effectively. The students will learn the ethical/legal issues, intellectual property rights and citation.Create and modify a Word document. Use the Word’s features effectively.Analyze quantitative data using spreadsheets effectively. The students will learn how to prepare a summary of data using graphs and charts.Explain presentation techniques. The students will learn how to prepare a professionally looking presentation and combine different media and resources to achieve this.Explain how to maintain computers. The students will be able to define and search the computer problems that they come across. They will define the basic security terminology and know how to secure their computers.Use multimedia applications on the web and understand the importance of standards for image, audio and video.|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010100|INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS|0|1.0|2|40||||ALTAN KOÇYİĞİT|Prof.Dr.|English|Undergraduate|At the end of this course, students will be able toO1:Describe and link the basic concepts of information technology and adapt to using the emerging technologies effectivelyO2:Identify the nature and extent of the information they needO3:Search, access, collect, assess, criticize, compare, analyze, locate and present the information they requireO4:Identify, demonstrate and describe ethical issues, regulations and laws to use information, software and technology systemsO5:Practice health and safety issues involved in using computersO6:Compose, edit and revise a document using a word processing tool including Microsoft WordO7:Manipulate, organize, filter and analyze data using spreadsheetsO8:Communicate, interact and collaborate with peers, experts and other audiences through various media including NetMeeting and applications including Microsoft Outlook and web browsersO9:Investigate, define and solve basic computer problems, provide maintenance and security of computersO10:Use technology to support decision making process for real world problemsO11:Construct personal knowledge and meaning using electronic research techniquesO12:Apply technology to increase productivityO13:Organize and present information by combining different media|At the end of this course, students will be able toExplain the importance of being information and computer literate.Explain the basic concepts in information technology including hardware, software and operating systems.Identify the components of PC and read technical specifications.Work with Windows environment.Explain what human computer interaction is.List and explain the task of the common Windows user interface components including menus, toolbars, buttons, icons, windows, pointer and scroll bars.Manage files and directories.Recognize basic file extensions, file properties and understand their purposes. They will learn how to secure and organize their documents. The students will be able to install or uninstall a computer application.Explain well-known digital information resources on the internet and explain how to use them effectively.Explain the importance of information quality assessment and show how to do it effectively. The students will learn the ethical/legal issues, intellectual property rights and citation.Create and modify a Word document. Use the Word’s features effectively.Analyze quantitative data using spreadsheets effectively. The students will learn how to prepare a summary of data using graphs and charts.Explain presentation techniques. The students will learn how to prepare a professionally looking presentation and combine different media and resources to achieve this.Explain how to maintain computers. The students will be able to define and search the computer problems that they come across. They will define the basic security terminology and know how to secure their computers.Use multimedia applications on the web and understand the importance of standards for image, audio and video.|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010100|INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS|0|1.0|3|40||||ALTAN KOÇYİĞİT|Prof.Dr.|English|Undergraduate|At the end of this course, students will be able toO1:Describe and link the basic concepts of information technology and adapt to using the emerging technologies effectivelyO2:Identify the nature and extent of the information they needO3:Search, access, collect, assess, criticize, compare, analyze, locate and present the information they requireO4:Identify, demonstrate and describe ethical issues, regulations and laws to use information, software and technology systemsO5:Practice health and safety issues involved in using computersO6:Compose, edit and revise a document using a word processing tool including Microsoft WordO7:Manipulate, organize, filter and analyze data using spreadsheetsO8:Communicate, interact and collaborate with peers, experts and other audiences through various media including NetMeeting and applications including Microsoft Outlook and web browsersO9:Investigate, define and solve basic computer problems, provide maintenance and security of computersO10:Use technology to support decision making process for real world problemsO11:Construct personal knowledge and meaning using electronic research techniquesO12:Apply technology to increase productivityO13:Organize and present information by combining different media|At the end of this course, students will be able toExplain the importance of being information and computer literate.Explain the basic concepts in information technology including hardware, software and operating systems.Identify the components of PC and read technical specifications.Work with Windows environment.Explain what human computer interaction is.List and explain the task of the common Windows user interface components including menus, toolbars, buttons, icons, windows, pointer and scroll bars.Manage files and directories.Recognize basic file extensions, file properties and understand their purposes. They will learn how to secure and organize their documents. The students will be able to install or uninstall a computer application.Explain well-known digital information resources on the internet and explain how to use them effectively.Explain the importance of information quality assessment and show how to do it effectively. The students will learn the ethical/legal issues, intellectual property rights and citation.Create and modify a Word document. Use the Word’s features effectively.Analyze quantitative data using spreadsheets effectively. The students will learn how to prepare a summary of data using graphs and charts.Explain presentation techniques. The students will learn how to prepare a professionally looking presentation and combine different media and resources to achieve this.Explain how to maintain computers. The students will be able to define and search the computer problems that they come across. They will define the basic security terminology and know how to secure their computers.Use multimedia applications on the web and understand the importance of standards for image, audio and video.|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010100|INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS|0|1.0|4|40||||PEKİN ERHAN EREN|Prof.Dr.|English|Undergraduate|At the end of this course, students will be able toO1:Describe and link the basic concepts of information technology and adapt to using the emerging technologies effectivelyO2:Identify the nature and extent of the information they needO3:Search, access, collect, assess, criticize, compare, analyze, locate and present the information they requireO4:Identify, demonstrate and describe ethical issues, regulations and laws to use information, software and technology systemsO5:Practice health and safety issues involved in using computersO6:Compose, edit and revise a document using a word processing tool including Microsoft WordO7:Manipulate, organize, filter and analyze data using spreadsheetsO8:Communicate, interact and collaborate with peers, experts and other audiences through various media including NetMeeting and applications including Microsoft Outlook and web browsersO9:Investigate, define and solve basic computer problems, provide maintenance and security of computersO10:Use technology to support decision making process for real world problemsO11:Construct personal knowledge and meaning using electronic research techniquesO12:Apply technology to increase productivityO13:Organize and present information by combining different media|At the end of this course, students will be able toExplain the importance of being information and computer literate.Explain the basic concepts in information technology including hardware, software and operating systems.Identify the components of PC and read technical specifications.Work with Windows environment.Explain what human computer interaction is.List and explain the task of the common Windows user interface components including menus, toolbars, buttons, icons, windows, pointer and scroll bars.Manage files and directories.Recognize basic file extensions, file properties and understand their purposes. They will learn how to secure and organize their documents. The students will be able to install or uninstall a computer application.Explain well-known digital information resources on the internet and explain how to use them effectively.Explain the importance of information quality assessment and show how to do it effectively. The students will learn the ethical/legal issues, intellectual property rights and citation.Create and modify a Word document. Use the Word’s features effectively.Analyze quantitative data using spreadsheets effectively. The students will learn how to prepare a summary of data using graphs and charts.Explain presentation techniques. The students will learn how to prepare a professionally looking presentation and combine different media and resources to achieve this.Explain how to maintain computers. The students will be able to define and search the computer problems that they come across. They will define the basic security terminology and know how to secure their computers.Use multimedia applications on the web and understand the importance of standards for image, audio and video.|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010100|INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS|0|1.0|5|40||||PEKİN ERHAN EREN|Prof.Dr.|English|Undergraduate|At the end of this course, students will be able toO1:Describe and link the basic concepts of information technology and adapt to using the emerging technologies effectivelyO2:Identify the nature and extent of the information they needO3:Search, access, collect, assess, criticize, compare, analyze, locate and present the information they requireO4:Identify, demonstrate and describe ethical issues, regulations and laws to use information, software and technology systemsO5:Practice health and safety issues involved in using computersO6:Compose, edit and revise a document using a word processing tool including Microsoft WordO7:Manipulate, organize, filter and analyze data using spreadsheetsO8:Communicate, interact and collaborate with peers, experts and other audiences through various media including NetMeeting and applications including Microsoft Outlook and web browsersO9:Investigate, define and solve basic computer problems, provide maintenance and security of computersO10:Use technology to support decision making process for real world problemsO11:Construct personal knowledge and meaning using electronic research techniquesO12:Apply technology to increase productivityO13:Organize and present information by combining different media|At the end of this course, students will be able toExplain the importance of being information and computer literate.Explain the basic concepts in information technology including hardware, software and operating systems.Identify the components of PC and read technical specifications.Work with Windows environment.Explain what human computer interaction is.List and explain the task of the common Windows user interface components including menus, toolbars, buttons, icons, windows, pointer and scroll bars.Manage files and directories.Recognize basic file extensions, file properties and understand their purposes. They will learn how to secure and organize their documents. The students will be able to install or uninstall a computer application.Explain well-known digital information resources on the internet and explain how to use them effectively.Explain the importance of information quality assessment and show how to do it effectively. The students will learn the ethical/legal issues, intellectual property rights and citation.Create and modify a Word document. Use the Word’s features effectively.Analyze quantitative data using spreadsheets effectively. The students will learn how to prepare a summary of data using graphs and charts.Explain presentation techniques. The students will learn how to prepare a professionally looking presentation and combine different media and resources to achieve this.Explain how to maintain computers. The students will be able to define and search the computer problems that they come across. They will define the basic security terminology and know how to secure their computers.Use multimedia applications on the web and understand the importance of standards for image, audio and video.|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010100|INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS|0|1.0|6|40||||PEKİN ERHAN EREN|Prof.Dr.|English|Undergraduate|At the end of this course, students will be able toO1:Describe and link the basic concepts of information technology and adapt to using the emerging technologies effectivelyO2:Identify the nature and extent of the information they needO3:Search, access, collect, assess, criticize, compare, analyze, locate and present the information they requireO4:Identify, demonstrate and describe ethical issues, regulations and laws to use information, software and technology systemsO5:Practice health and safety issues involved in using computersO6:Compose, edit and revise a document using a word processing tool including Microsoft WordO7:Manipulate, organize, filter and analyze data using spreadsheetsO8:Communicate, interact and collaborate with peers, experts and other audiences through various media including NetMeeting and applications including Microsoft Outlook and web browsersO9:Investigate, define and solve basic computer problems, provide maintenance and security of computersO10:Use technology to support decision making process for real world problemsO11:Construct personal knowledge and meaning using electronic research techniquesO12:Apply technology to increase productivityO13:Organize and present information by combining different media|At the end of this course, students will be able toExplain the importance of being information and computer literate.Explain the basic concepts in information technology including hardware, software and operating systems.Identify the components of PC and read technical specifications.Work with Windows environment.Explain what human computer interaction is.List and explain the task of the common Windows user interface components including menus, toolbars, buttons, icons, windows, pointer and scroll bars.Manage files and directories.Recognize basic file extensions, file properties and understand their purposes. They will learn how to secure and organize their documents. The students will be able to install or uninstall a computer application.Explain well-known digital information resources on the internet and explain how to use them effectively.Explain the importance of information quality assessment and show how to do it effectively. The students will learn the ethical/legal issues, intellectual property rights and citation.Create and modify a Word document. Use the Word’s features effectively.Analyze quantitative data using spreadsheets effectively. The students will learn how to prepare a summary of data using graphs and charts.Explain presentation techniques. The students will learn how to prepare a professionally looking presentation and combine different media and resources to achieve this.Explain how to maintain computers. The students will be able to define and search the computer problems that they come across. They will define the basic security terminology and know how to secure their computers.Use multimedia applications on the web and understand the importance of standards for image, audio and video.|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010100|INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS|0|1.0|7|40||||SEVGİ ÖZKAN YILDIRIM|Prof.Dr.|English|Undergraduate|At the end of this course, students will be able toO1:Describe and link the basic concepts of information technology and adapt to using the emerging technologies effectivelyO2:Identify the nature and extent of the information they needO3:Search, access, collect, assess, criticize, compare, analyze, locate and present the information they requireO4:Identify, demonstrate and describe ethical issues, regulations and laws to use information, software and technology systemsO5:Practice health and safety issues involved in using computersO6:Compose, edit and revise a document using a word processing tool including Microsoft WordO7:Manipulate, organize, filter and analyze data using spreadsheetsO8:Communicate, interact and collaborate with peers, experts and other audiences through various media including NetMeeting and applications including Microsoft Outlook and web browsersO9:Investigate, define and solve basic computer problems, provide maintenance and security of computersO10:Use technology to support decision making process for real world problemsO11:Construct personal knowledge and meaning using electronic research techniquesO12:Apply technology to increase productivityO13:Organize and present information by combining different media|At the end of this course, students will be able toExplain the importance of being information and computer literate.Explain the basic concepts in information technology including hardware, software and operating systems.Identify the components of PC and read technical specifications.Work with Windows environment.Explain what human computer interaction is.List and explain the task of the common Windows user interface components including menus, toolbars, buttons, icons, windows, pointer and scroll bars.Manage files and directories.Recognize basic file extensions, file properties and understand their purposes. They will learn how to secure and organize their documents. The students will be able to install or uninstall a computer application.Explain well-known digital information resources on the internet and explain how to use them effectively.Explain the importance of information quality assessment and show how to do it effectively. The students will learn the ethical/legal issues, intellectual property rights and citation.Create and modify a Word document. Use the Word’s features effectively.Analyze quantitative data using spreadsheets effectively. The students will learn how to prepare a summary of data using graphs and charts.Explain presentation techniques. The students will learn how to prepare a professionally looking presentation and combine different media and resources to achieve this.Explain how to maintain computers. The students will be able to define and search the computer problems that they come across. They will define the basic security terminology and know how to secure their computers.Use multimedia applications on the web and understand the importance of standards for image, audio and video.|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010100|INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS|0|1.0|8|40||||SEVGİ ÖZKAN YILDIRIM|Prof.Dr.|English|Undergraduate|At the end of this course, students will be able toO1:Describe and link the basic concepts of information technology and adapt to using the emerging technologies effectivelyO2:Identify the nature and extent of the information they needO3:Search, access, collect, assess, criticize, compare, analyze, locate and present the information they requireO4:Identify, demonstrate and describe ethical issues, regulations and laws to use information, software and technology systemsO5:Practice health and safety issues involved in using computersO6:Compose, edit and revise a document using a word processing tool including Microsoft WordO7:Manipulate, organize, filter and analyze data using spreadsheetsO8:Communicate, interact and collaborate with peers, experts and other audiences through various media including NetMeeting and applications including Microsoft Outlook and web browsersO9:Investigate, define and solve basic computer problems, provide maintenance and security of computersO10:Use technology to support decision making process for real world problemsO11:Construct personal knowledge and meaning using electronic research techniquesO12:Apply technology to increase productivityO13:Organize and present information by combining different media|At the end of this course, students will be able toExplain the importance of being information and computer literate.Explain the basic concepts in information technology including hardware, software and operating systems.Identify the components of PC and read technical specifications.Work with Windows environment.Explain what human computer interaction is.List and explain the task of the common Windows user interface components including menus, toolbars, buttons, icons, windows, pointer and scroll bars.Manage files and directories.Recognize basic file extensions, file properties and understand their purposes. They will learn how to secure and organize their documents. The students will be able to install or uninstall a computer application.Explain well-known digital information resources on the internet and explain how to use them effectively.Explain the importance of information quality assessment and show how to do it effectively. The students will learn the ethical/legal issues, intellectual property rights and citation.Create and modify a Word document. Use the Word’s features effectively.Analyze quantitative data using spreadsheets effectively. The students will learn how to prepare a summary of data using graphs and charts.Explain presentation techniques. The students will learn how to prepare a professionally looking presentation and combine different media and resources to achieve this.Explain how to maintain computers. The students will be able to define and search the computer problems that they come across. They will define the basic security terminology and know how to secure their computers.Use multimedia applications on the web and understand the importance of standards for image, audio and video.|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010100|INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS|0|1.0|9|40||||SEVGİ ÖZKAN YILDIRIM|Prof.Dr.|English|Undergraduate|At the end of this course, students will be able toO1:Describe and link the basic concepts of information technology and adapt to using the emerging technologies effectivelyO2:Identify the nature and extent of the information they needO3:Search, access, collect, assess, criticize, compare, analyze, locate and present the information they requireO4:Identify, demonstrate and describe ethical issues, regulations and laws to use information, software and technology systemsO5:Practice health and safety issues involved in using computersO6:Compose, edit and revise a document using a word processing tool including Microsoft WordO7:Manipulate, organize, filter and analyze data using spreadsheetsO8:Communicate, interact and collaborate with peers, experts and other audiences through various media including NetMeeting and applications including Microsoft Outlook and web browsersO9:Investigate, define and solve basic computer problems, provide maintenance and security of computersO10:Use technology to support decision making process for real world problemsO11:Construct personal knowledge and meaning using electronic research techniquesO12:Apply technology to increase productivityO13:Organize and present information by combining different media|At the end of this course, students will be able toExplain the importance of being information and computer literate.Explain the basic concepts in information technology including hardware, software and operating systems.Identify the components of PC and read technical specifications.Work with Windows environment.Explain what human computer interaction is.List and explain the task of the common Windows user interface components including menus, toolbars, buttons, icons, windows, pointer and scroll bars.Manage files and directories.Recognize basic file extensions, file properties and understand their purposes. They will learn how to secure and organize their documents. The students will be able to install or uninstall a computer application.Explain well-known digital information resources on the internet and explain how to use them effectively.Explain the importance of information quality assessment and show how to do it effectively. The students will learn the ethical/legal issues, intellectual property rights and citation.Create and modify a Word document. Use the Word’s features effectively.Analyze quantitative data using spreadsheets effectively. The students will learn how to prepare a summary of data using graphs and charts.Explain presentation techniques. The students will learn how to prepare a professionally looking presentation and combine different media and resources to achieve this.Explain how to maintain computers. The students will be able to define and search the computer problems that they come across. They will define the basic security terminology and know how to secure their computers.Use multimedia applications on the web and understand the importance of standards for image, audio and video.|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010100|INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS|0|1.0|10|40||||ÖZDEN ÖZCAN TOP|Assist.Prof.Dr|English|Undergraduate|At the end of this course, students will be able toO1:Describe and link the basic concepts of information technology and adapt to using the emerging technologies effectivelyO2:Identify the nature and extent of the information they needO3:Search, access, collect, assess, criticize, compare, analyze, locate and present the information they requireO4:Identify, demonstrate and describe ethical issues, regulations and laws to use information, software and technology systemsO5:Practice health and safety issues involved in using computersO6:Compose, edit and revise a document using a word processing tool including Microsoft WordO7:Manipulate, organize, filter and analyze data using spreadsheetsO8:Communicate, interact and collaborate with peers, experts and other audiences through various media including NetMeeting and applications including Microsoft Outlook and web browsersO9:Investigate, define and solve basic computer problems, provide maintenance and security of computersO10:Use technology to support decision making process for real world problemsO11:Construct personal knowledge and meaning using electronic research techniquesO12:Apply technology to increase productivityO13:Organize and present information by combining different media|At the end of this course, students will be able toExplain the importance of being information and computer literate.Explain the basic concepts in information technology including hardware, software and operating systems.Identify the components of PC and read technical specifications.Work with Windows environment.Explain what human computer interaction is.List and explain the task of the common Windows user interface components including menus, toolbars, buttons, icons, windows, pointer and scroll bars.Manage files and directories.Recognize basic file extensions, file properties and understand their purposes. They will learn how to secure and organize their documents. The students will be able to install or uninstall a computer application.Explain well-known digital information resources on the internet and explain how to use them effectively.Explain the importance of information quality assessment and show how to do it effectively. The students will learn the ethical/legal issues, intellectual property rights and citation.Create and modify a Word document. Use the Word’s features effectively.Analyze quantitative data using spreadsheets effectively. The students will learn how to prepare a summary of data using graphs and charts.Explain presentation techniques. The students will learn how to prepare a professionally looking presentation and combine different media and resources to achieve this.Explain how to maintain computers. The students will be able to define and search the computer problems that they come across. They will define the basic security terminology and know how to secure their computers.Use multimedia applications on the web and understand the importance of standards for image, audio and video.|Sorry no data is found for the course objective.
