Semester|Program Code|Program Short Name|Course Code|Course Name|Credit|ECTS Credit|Course Section|Capacity|Day1|Start Hour1|End Hour1|Instructor Name|Instructor Title|Language of Instruction|Level of Study|Course Objectives|Course Learning Outcomes|Course Content|Prerequisite
2024-2025 Fall|906.0|MI|9060533|BRAIN DYNAMICS AND OSCILLATIONS|3.0|8.0|1.0|15.0|Tuesday|13:40|16:30|TOLGA ESAT ÖZKURT|Assoc.Prof.Dr.|English|Graduate|At the end of this course, the student will learn:electroencephalography (EEG) and magnetoencephalography (MEG)  data analysisthe essential tools and principles to interpret brain data with high temporal resolutionthe necessary background for further research of advanced clinical and cognitive neuroimaging|Student, who passed the course satisfactorily will be able to:formulate the relation between brain sources and EEG/MEG dataimplement routines for numerical programminguse data analysis toolboxes to manipulate brain signalslocate the brain sources on MR imgages fexecute brain connectivity analysis techniquesrun statistical tools for brain oscillatory dataproject time series data into the dimensions of amplitude - frequency - phase|This course introduces the tools of Electroencephalography (EEG) and magnetoencephalography (MEG) data analysis to capture brain dynamics with fast temporal sampling. It will provide the relation between neuronal activity and electro-magnetic mapping, necessary physics of measured sensor data, brain source localization and identification. Various preprocessing tools, time-frequency analysis, brain source reconstruction methods will also be covered. Theory will be complemented by hands-on sessions in which students will be tutored through the complete analysis of EEG and MEG dataset with popular free online data analysis packages. The functional image of the brain will be studied with simulated and real EEg and MEG data projected on MR images.|Not Available
2024-2025 Fall|906.0|MI|9060543|METHODOLOGY AND PHILOSOPHY OF NEUROSCIENCE|3.0|8.0|1.0|15.0|Thursday|13:40|16:30|TOLGA ESAT ÖZKURT|Assoc.Prof.Dr.|English|Graduate|||As a relatively new interdisciplinary area, brain sciences have witnessed a rapid growth and interest in the last decades. The popularity increased even more with the large scale research projects spreading to whole world. These deveoplments in neurosciences have also brought a high variety of appraches, techniques, scientific and philosophical paradigms and views under consideration.|Not Available
2024-2025 Fall|906.0|MI|9060545|OBJECT ORIENTED PROGRAMMING AND DATA STRUCTURES|3.0|8.0|1.0|15.0|Thursday|09:40|12:30|AYBAR CAN ACAR|Assist.Prof.Dr|English|Graduate|Upon completion of the course, students should have:Working knowledge of a modern, multi-paradigm, memory-managed programming languagea good grasp of object oriented programming conceptsan understanding of algorithmic complexity and performance evaluationthe skill to create and adapt recursive and iterative algorithms to solve problemsknowledge of the internal details and performance characteristics of fundamental data structures, i.e. arrays, dictionaries, linked lists, trees and graphsknowledge of application oriented data structures like search trees, queues, stacks, and priority queues; their strengths and trade-offsthe ability to design competitive software solutions to biomedical informatics problems|Students, who are successful in the course will be able to:use both object oriented and functional programming constructs to design maintainable, and resilient software composed of clearly encapsulated, and loosely coupled objects.analyze the runtime performance (in terms of time, memory and I/O) of their software solutions and alternatives.Be able to design performant algorithms for common information processing tasks, recursive or otherwisechoose, based on the problem, or implement the most suitable data structures, or combinations thereof|Basic Object Oriented Principles will be discussed using a modern programming language i.e. Java. Theoretical approaches will be developed to implement Data Structures which is very important in algorithm development. The core of the class will be depend on using object oriented principles to implement algorithms in Data Structures using Java. Although some reading is required, practice is more important in learning any programming language.|Not Available
2024-2025 Fall|906.0|MI|9060589|TERM PROJECT|0.0|20.0|1.0|0.0||||STAFF|-|English|Graduate|||Sorry no data is found for the course objective.|Not Available
2024-2025 Fall|906.0|MI|9060589|TERM PROJECT|0.0|20.0|2.0|0.0||||NAZİFE BAYKAL|Prof.Dr.|English|Graduate|||Sorry no data is found for the course objective.|Not Available
2024-2025 Fall|906.0|MI|9060589|TERM PROJECT|0.0|20.0|3.0|5.0||||YEŞİM AYDIN SON|Assoc.Prof.Dr.|English|Graduate|||Sorry no data is found for the course objective.|Not Available
2024-2025 Fall|906.0|MI|9060589|TERM PROJECT|0.0|20.0|4.0|0.0||||STAFF|-|English|Graduate|||Sorry no data is found for the course objective.|Not Available
2024-2025 Fall|906.0|MI|9060589|TERM PROJECT|0.0|20.0|5.0|5.0||||AYBAR CAN ACAR|Assist.Prof.Dr|English|Graduate|||Sorry no data is found for the course objective.|Not Available
2024-2025 Fall|906.0|MI|9060589|TERM PROJECT|0.0|20.0|6.0|5.0||||TOLGA ESAT ÖZKURT|Assoc.Prof.Dr.|English|Graduate|||Sorry no data is found for the course objective.|Not Available
2024-2025 Fall|906.0|MI|9060589|TERM PROJECT|0.0|20.0|7.0|0.0||||STAFF|-|English|Graduate|||Sorry no data is found for the course objective.|Not Available
