Program Code|Program Short Name|Program Long Name|Course Code|Credit|ECTS Credit|Course Section|Capacity|Language of Instruction|Start Hour1|End Hour1|Day1|Instructor Name|Level of Study|Prerequisite|Course Objectives|Course Content|Course Learning Outcomes
902|COGS|COGNITIVE SCIENCES|9020501|3|8|1|25|English|14:40|17:30|Wednesday|Assist.Prof.Dr UMUT ÖZGE|Graduate|Not Available|The course is an introduction to two foundational concepts in cognitive science: structural representations and computation. As empirical domain, we look at increasingly complex structural representations from morphology and syntax of natural languages. We couple this with an introduction to the theory of computation. We aim to establish that (i) human language capacity is (based on) a computationally describable unconscious system of rules and representations; (ii) that there are mathematically precise ways of talking about differenttypesof structural relations; and (iii) that bringing these two together opens up new avenues in the cognitive scientific investigation of language.|Natural language and linguistic knowledge. Language and grammar. Morphology. Syntax and grammatical structure. Semantics: Word meaning and grammatical meaning. Regular expressions and regular grammars. Push-down automata. An introduction to Parsing and derivation.|By the end of the semester, a successful student is expected to be able to:- construct and understand basic morphological and syntactic analyses of natural languge structure.- appreciate the structure dependent nature of human languages and how this is studied from a computational perspective.- construct automata, write regular expressions, construct grammars for computational tasks.- understand the complexity classes of formal languages, and their relation to automata- appreciate the close links between language, cognition and computation.
902|COGS|COGNITIVE SCIENCES|9020507|1|5|1|25|English|12:40|13:30|Monday|Assoc.Prof.Dr. MURAT PERİT ÇAKIR|Graduate|Not Available|Not Available|The course covers topics which are considered to form the basis of cognitive science, as they are practiced in the international community of cognitive science, from language, computing, psychology, philosophy abd neuroscience, which are covered at the level of raising awareness of the techniques.|Not Available
902|COGS|COGNITIVE SCIENCES|9020515|3|8|1|15|English|08:40|11:30|Wednesday|Assoc.Prof.Dr. BARBAROS YET|Graduate|Not Available|At the end of this course, the students will know the current topics and techniques in Artificial Intelligence research, as well as their historical development.|Fundamental Techniques of Artificial Intelligence and Their Applications in Cognitive Science: Search, Planning, Game Playing, Knowledge Representation and Inference, Uncertainty and Probabilistic Reasoning. Decision Making. Learning. Philosophical Implications of Artificial Intelligence and its relation to Cognitive Science.|The student will have learned the techniques for intelligent agent design and how those design perspectives relate to cognitive science by means of search in problem solving, planning, knowledge representation, and reasoning.
902|COGS|COGNITIVE SCIENCES|9020532|3|8|1|25|English|14:40|17:30|Thursday|Assist.Prof.Dr UMUT ÖZGE|Graduate|Not Available|Training the students on constructing formal grammars.Familiarizing them with the basic linguitic puzzles and constructions, and some of the formal perspectives on analyzing them.|A survey of the history of linguistics, sound-meaning-structure relations in language, grammatical categories and functions, key concepts and methods of analysis in phonetics, phonology, morphology and syntax.|By the end of the course students are expected to be able to:- construct formal grammars, with feature specifications and phrase structure (or equivalent) specifications of grammatical structure.- recognize the major grammatical puzzles and constructions in various languages.
902|COGS|COGNITIVE SCIENCES|9020536|3|8|1|15|English|11:40|14:30|Tuesday|Assoc.Prof.Dr. MURAT PERİT ÇAKIR|Graduate|Not Available|The major objective of this course is to enable students in cognitive science and related areas to statistically analyze empirical data in their respective area of research. For this purpose, the statistics textbook by Andy Field (2013, 4th edition) “Discovering Statistics Using IBM SPSS Statistics” is being taught. It comprises all major statistical tests, parametric (General Linear Models) and non-parametric, see course syllabus.This objective is reached by regularly attending the weekly lectures of the course instructor, three home-works, two short quizzes, and one exam at the end of the course.Minor objectives of this course are to provide students with an idea how to design experiments, operationalize their research idea, formulate hypotheses, interpret and report the statistical results.|Research methods: The students will be introduced to basic concepts of empirical research and experimental design: independent/dependent variable(s), variance. Methods and methodology of psychological research: experiment, observation, ex-post-facto design, cross-sectional studies, longitudinal studies. Statistics: The students will be introduced to Descriptive Statistics: building statistical models, the reason between polulation-sample, distributions, various mean values, variance, SD, SE, confidential intervals, test statistics, as well as to Inferential Statistics: General Linear Model (GLM), various forms of Analysis of Variance (ANOVA, ANCOVA, MANOVA, repeated measures ANOVA, mixed design ANOVA). Correlation. Regression. Non-paramatic tests. Factor analysis. Statistical analyses will be conducted using SPSS. Designing and reporting experiments.|At the end of the course students will be able to(1) choose appropriate statistical tests for a given research design and data sample(2) use (the current version of) IBM-SPSS(3) all major General Linear Models as well as Non-Parametric Models in the scope of the textbook(4) report the descriptive and inferential outcomes of the statistical tests and illustrate them graphically
902|COGS|COGNITIVE SCIENCES|9020566|3|8|1|17|English|08:40|11:30|Thursday|Assoc.Prof.Dr. BARBAROS YET|Graduate|Not Available|The course aims to show how probabilistic and Bayesian models can be applied for modelling different aspects of cognition including learning, causal reasoning and decision making. We will use probabilistic programming languages to apply these models.|Bayesian inference and conditioning; probabilistic programming languages; generative models; conditional dependence; object oriented probabilistic models; Bayesian data analysis; inference algorithms; learning as conditional inference; hierarchical models; Occams razor; mixture models|Upon completion of this course, the students will be able to build and compute probabilistic generative models for different cognitive processes using a probabilistic programming language.
902|COGS|COGNITIVE SCIENCES|9020567|3|8|1|15|English|14:40|17:30|Tuesday|Assist.Prof.Dr MURAT ULUBAY|Graduate|Not Available|To discuss and explore the research paradigms that study cognition beyond the actions and mental activities of an individual agent, such as distributed and extended cognitionTo understand human collaboration and cooperation in the forms of teamwork for small groups where the team is analyzed as a unified cognitive agentTo survey the literature of organizational behavioral sciences and industrial psychology studying phenomena of collective cognition from perspectives of team collaboration, group dynamics and shared cognitionTo study the supra-communicative functions of language to understand how communication can function as computationTo discuss the notions of wisdom of the crowds and crowd intelligence and employ them in the research of collective intelligence|This course aims to explore the cognitive dimensions of collective intelligence in the context of human collaboration and cooperation. The research paradigms that study cognition beyond the actions and mental activities of an individual agent, such as distributed and extended cognition approaches, will be starting points for understanding human collaboration and cooperation in the forms of teamwork for small groups (that can afford direct, real-time, face-to-face, or online communication), and collective intelligence for organizations and societal structures. Starting from the relevant literature and research in cognitive science, contributions to the field from other research disciplines, including organizational behavior and theory, will be surveyed. A parallel literature of organizational behavioral sciences and industrial psychology has been studying collective cognition phenomena from perspectives of team collaboration, group dynamics and shared cognition. The main goal of this course is to examine and|Student should be able to:describe and discern the notions and phenomena of distributed and extended cognitiondescribe alternative approaches to the notion of collective intelligencecharacterize the conditions and mechanisms of wisdom of the crowds effectspecify distinctions between team and individual level cognitive mechanisms in the context of collaborationdescribe and characterize the supra-communicative functions of language describe and characterize how communication can function as computation
902|COGS|COGNITIVE SCIENCES|9020589|0|5|1|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|This course must be taken by all students in the MS without thesis program in COGS. Students select a project to be advised by a faculty member.|Not Available
902|COGS|COGNITIVE SCIENCES|9020589|0|5|2|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|This course must be taken by all students in the MS without thesis program in COGS. Students select a project to be advised by a faculty member.|Not Available
902|COGS|COGNITIVE SCIENCES|9020589|0|5|3|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|This course must be taken by all students in the MS without thesis program in COGS. Students select a project to be advised by a faculty member.|Not Available
