Program Code|Program Short Name|Program Long Name|Course Code|Credit|ECTS Credit|Course Section|Capacity|Language of Instruction|Start Hour1|End Hour1|Day1|Instructor Name|Level of Study|Prerequisite|Course Objectives|Course Content|Course Learning Outcomes
906|MI|MEDICAL INFORMATICS|9060533|3|8|1|15|English|13:40|16:30|Tuesday|Assoc.Prof.Dr. TOLGA ESAT ÖZKURT|Graduate|Not Available|At the end of this course, the student will learn:electroencephalography (EEG) and magnetoencephalography (MEG)  data analysisthe essential tools and principles to interpret brain data with high temporal resolutionthe necessary background for further research of advanced clinical and cognitive neuroimaging|This course introduces the tools of Electroencephalography (EEG) and magnetoencephalography (MEG) data analysis to capture brain dynamics with fast temporal sampling. It will provide the relation between neuronal activity and electro-magnetic mapping, necessary physics of measured sensor data, brain source localization and identification. Various preprocessing tools, time-frequency analysis, brain source reconstruction methods will also be covered. Theory will be complemented by hands-on sessions in which students will be tutored through the complete analysis of EEG and MEG dataset with popular free online data analysis packages. The functional image of the brain will be studied with simulated and real EEg and MEG data projected on MR images.|Student, who passed the course satisfactorily will be able to:formulate the relation between brain sources and EEG/MEG dataimplement routines for numerical programminguse data analysis toolboxes to manipulate brain signalslocate the brain sources on MR imgages fexecute brain connectivity analysis techniquesrun statistical tools for brain oscillatory dataproject time series data into the dimensions of amplitude - frequency - phase
906|MI|MEDICAL INFORMATICS|9060543|3|8|1|15|English|13:40|16:30|Thursday|Assoc.Prof.Dr. TOLGA ESAT ÖZKURT|Graduate|Not Available|Not Available|As a relatively new interdisciplinary area, brain sciences have witnessed a rapid growth and interest in the last decades. The popularity increased even more with the large scale research projects spreading to whole world. These deveoplments in neurosciences have also brought a high variety of appraches, techniques, scientific and philosophical paradigms and views under consideration.|Not Available
906|MI|MEDICAL INFORMATICS|9060545|3|8|1|15|English|09:40|12:30|Thursday|Assist.Prof.Dr AYBAR CAN ACAR|Graduate|Not Available|Upon completion of the course, students should have:Working knowledge of a modern, multi-paradigm, memory-managed programming languagea good grasp of object oriented programming conceptsan understanding of algorithmic complexity and performance evaluationthe skill to create and adapt recursive and iterative algorithms to solve problemsknowledge of the internal details and performance characteristics of fundamental data structures, i.e. arrays, dictionaries, linked lists, trees and graphsknowledge of application oriented data structures like search trees, queues, stacks, and priority queues; their strengths and trade-offsthe ability to design competitive software solutions to biomedical informatics problems|Basic Object Oriented Principles will be discussed using a modern programming language i.e. Java. Theoretical approaches will be developed to implement Data Structures which is very important in algorithm development. The core of the class will be depend on using object oriented principles to implement algorithms in Data Structures using Java. Although some reading is required, practice is more important in learning any programming language.|Students, who are successful in the course will be able to:use both object oriented and functional programming constructs to design maintainable, and resilient software composed of clearly encapsulated, and loosely coupled objects.analyze the runtime performance (in terms of time, memory and I/O) of their software solutions and alternatives.Be able to design performant algorithms for common information processing tasks, recursive or otherwisechoose, based on the problem, or implement the most suitable data structures, or combinations thereof
906|MI|MEDICAL INFORMATICS|9060589|0|20|1|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060589|0|20|2|0|English|Not Available|Not Available|Not Available|Prof.Dr. NAZİFE BAYKAL|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060589|0|20|3|5|English|Not Available|Not Available|Not Available|Assoc.Prof.Dr. YEŞİM AYDIN SON|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060589|0|20|4|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060589|0|20|5|5|English|Not Available|Not Available|Not Available|Assist.Prof.Dr AYBAR CAN ACAR|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060589|0|20|6|5|English|Not Available|Not Available|Not Available|Assoc.Prof.Dr. TOLGA ESAT ÖZKURT|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060589|0|20|7|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060589|0|20|8|5|English|Not Available|Not Available|Not Available|Prof.Dr. TUĞBA TAŞKAYA TEMİZEL|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060589|0|20|9|5|English|Not Available|Not Available|Not Available|Prof.Dr. PEKİN ERHAN EREN|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060589|0|20|10|5|English|Not Available|Not Available|Not Available|Assoc.Prof.Dr. MURAT PERİT ÇAKIR|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060589|0|20|11|5|English|Not Available|Not Available|Not Available|Prof.Dr. SEVGİ ÖZKAN YILDIRIM|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060589|0|20|12|5|English|Not Available|Not Available|Not Available|Prof.Dr. BANU GÜNEL KILIÇ|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060589|0|20|13|5|English|Not Available|Not Available|Not Available|Assist.Prof.Dr BURÇAK OTLU SARITAŞ|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060589|0|20|14|5|English|Not Available|Not Available|Not Available|Prof.Dr. ALPTEKİN TEMİZEL|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060589|0|20|15|5|English|Not Available|Not Available|Not Available|Prof.Dr. HÜSEYİN HACIHABİBOĞLU|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|1|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|2|0|English|Not Available|Not Available|Not Available|Prof.Dr. NAZİFE BAYKAL|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|3|15|English|Not Available|Not Available|Not Available|Assoc.Prof.Dr. YEŞİM AYDIN SON|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|4|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|5|15|English|Not Available|Not Available|Not Available|Assist.Prof.Dr AYBAR CAN ACAR|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|6|15|English|Not Available|Not Available|Not Available|Assoc.Prof.Dr. TOLGA ESAT ÖZKURT|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|7|5|English|Not Available|Not Available|Not Available|Prof.Dr. VİLDA PURUTÇUOĞLU|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|8|5|English|Not Available|Not Available|Not Available|Prof.Dr. TUĞBA TAŞKAYA TEMİZEL|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|9|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|10|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|11|5|English|Not Available|Not Available|Not Available|Prof.Dr. PEKİN ERHAN EREN|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|12|5|English|Not Available|Not Available|Not Available|Assoc.Prof.Dr. ELİF SÜRER|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|13|5|English|Not Available|Not Available|Not Available|Assoc.Prof.Dr. MURAT PERİT ÇAKIR|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|14|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|15|5|English|Not Available|Not Available|Not Available|Prof.Dr. SEVGİ ÖZKAN YILDIRIM|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|16|15|English|Not Available|Not Available|Not Available|Assist.Prof.Dr BURÇAK OTLU SARITAŞ|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|17|5|English|Not Available|Not Available|Not Available|Prof.Dr. BANU GÜNEL KILIÇ|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|18|5|English|Not Available|Not Available|Not Available|Prof.Dr. MEHMET SOMEL|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|19|5|English|Not Available|Not Available|Not Available|Prof.Dr. ALPTEKİN TEMİZEL|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|20|5|English|Not Available|Not Available|Not Available|Prof.Dr. HÜSEYİN HACIHABİBOĞLU|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|21|5|English|Not Available|Not Available|Not Available|Assist.Prof.Dr UMUT ÖZGE|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060599|0|50|22|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060699|0|130|1|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060699|0|130|2|0|English|Not Available|Not Available|Not Available|Prof.Dr. NAZİFE BAYKAL|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060699|0|130|3|20|English|Not Available|Not Available|Not Available|Assoc.Prof.Dr. YEŞİM AYDIN SON|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060699|0|130|4|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|Not Available|Not Available
906|MI|MEDICAL INFORMATICS|9060699|0|130|5|15|English|Not Available|Not Available|Not Available|Assist.Prof.Dr AYBAR CAN ACAR|Graduate|Not Available|Not Available|Not Available|Not Available
