Program Code|Program Short Name|Program Long Name|Course Code|Credit|ECTS Credit|Course Section|Capacity|Language of Instruction|Start Hour1|End Hour1|Day1|Instructor Name|Level of Study|Prerequisite|Course Objectives|Course Content|Course Learning Outcomes
904|ION|INFORMATICS ONLINE|9040589|0|20|1|3|English|Not Available|Not Available|Not Available|Prof.Dr. SEVGİ ÖZKAN YILDIRIM|Graduate|Not Available|Not Available|Not Available|Not Available
904|ION|INFORMATICS ONLINE|9040892|0|10|1|1|English|Not Available|Not Available|Not Available|Not Available||Not Available|Not Available|Not Available|Not Available
904|ION|INFORMATICS ONLINE|9040590|0|10|0|0|English|Not Available|Not Available|Not Available|Prof.Dr. ÜNAL ERKAN MUMCUOĞLU|Graduate|Not Available|At the end of this course, the student will;Select a subject of interest to IS professionalsPresent the topic to an audienceEvaluate other students' presentations|Not Available|Student, who passed the course satisfactorily will be able to:Formulate a presentatation topic of interest to IS professionalsPrepare a 15 minute presentationPresent the topic to an audience of graduate students and an instructorEvaluate  presentations by others
904|ION|INFORMATICS ONLINE|9040528|0|8|0|0|English|Not Available|Not Available|Not Available|Prof.Dr. ÜNAL ERKAN MUMCUOĞLU|Graduate|Not Available|This course aims to provide fundamental image processing theory and practice.|Introduction, Transform Techniques, Enhancement, Edge Detection, Morphological Image Processing, Color Image Processing, Segmentation, Image Representation and Compression. The course will be offered through Internet.|Introduction, Transform Techniques, Enhancement and Restoration, Edge Detection, Morphological Image Processing, Color Image Processing, Segmentation, Image Representation and Compression
904|ION|INFORMATICS ONLINE|9040504|0|8|0|0|English|Not Available|Not Available|Not Available|Prof.Dr. NAZİFE BAYKAL|Graduate|Not Available|By the end of the course the students willknow the hardware and software components that constitute a computer networkunderstand the principles of the services provided by computer networks and the network applications using those servicesknow the principles of data transfer in computer networks and internetworking and understand operation of the most important protocolsapply the basic principles to set up a computer networkformulate and analyze the performance of a computer networkunderstand the principles of network security|Introduction to networking, Layered network architectures and standard layer functions. ALOHA, Ethernet and Token Ring networks. Framing and error control. Routing and switching. Internetworking. TCP/IP. The Internet.Application support protocols. Network security.|By the end of the course the students will be able toidentify the end systems, switching devices, links and protocolsstate the fundamental architectural choices to structure the core of the computer networks and define and compare the circuit and packet switching approachesdefine the layered architectures, list the layers used in the ISO OSI Reference Model and the Internet Protocol Stack and explain the roles of each layerexplain the basic services provided by computer networks, discuss the service requirements of a network application and define connection oriented and connectionless communicationclassify network applications and describe the client server and the peer to peer network application architecturesdevelop network applicationsdescribe the basic error detection and correction mechanismsdescribe basic mechanisms used in reliable data transfer protocolsdescribe the addressing mechanisms used in the Internetdefine and discriminate forwarding and routing in network core devicesdefine, compare and contrast congestion control and flow control and explain the basic flow and congestion control mechanisms used in computer networksclassify routing algorithms and describe link state and distance vector routing algorithmsclassify medium access control mechanisms and evaluate and discuss performances of the well-known medium access control protocolsdescribe the organization and basic operation of an Ethernet networkdefine and discriminate transmission, propagation, nodal processing and queuing delaysexplain the causes of packet losses in computer networksformulate delay, loss, throughput and utilization in packet switched networksexplain the basic cryptography, confidentiality, integrity and authentication conceptsdescribe the most widely used protocols in the Internetconstruct computer networks
904|ION|INFORMATICS ONLINE|9040512|0|8|0|0|English|Not Available|Not Available|Not Available|Prof.Dr. ÜNAL ERKAN MUMCUOĞLU|Graduate|Not Available|Not Available|Contemporary issues about IT Governance as a whole; but major concentration upon IT Organization, IT Management, IT processes, IT project management, IT control standards and security, IT risk management and audit issues will be thoroughly discussed and practised in this course. By focusing on business requirements and business-technology alignment; well-applied global best practices, assessment methodologies, process maturity and IT risks will be examined. Besides experiencing the technology impact and its leverage on business world, the protection and control of information assets will be the common perspective of this lecture.|Not Available
904|ION|INFORMATICS ONLINE|9040545|0|8|0|0|English|Not Available|Not Available|Not Available||Graduate|Not Available|Not Available|Software quality. Quality assurance. Quality metrics. Construction of software quality. Quality management and control. Software Quality Assurance planning. Quality standards. Software testing techniques. Black box and white box testing.|Not Available
904|ION|INFORMATICS ONLINE|9040525|0|8|0|0|English|Not Available|Not Available|Not Available|Prof.Dr. ÜNAL ERKAN MUMCUOĞLU|Graduate|Not Available|Not Available|Problem solving and search strategies. Game playing. Knowledge Representation. Expert systems and rule chaining. Vision. Natural language processing. Machine translation. Machine learning. Neural networks.|Not Available
904|ION|INFORMATICS ONLINE|9040533|0|8|0|0|English|Not Available|Not Available|Not Available||Graduate|Not Available|At the end of this course, the student willLearn different management roles and decision typesLearn the rational decision making process and the characteristics of different management stylesUnderstand the status of DSS in Business Information SystemsApply techniques such as Linear Programing, Decision Trees, Simulation, Multiple Criteria Decision Making and Data Mining to solve simple problems by hand or using a toolLearn different types of DSS and enabling technologies: Group Support Systems, Simulation, Expert Systems and Data Mining&Warehousing, Knowledge Management, Business Performance ManagementUse some DSS enabling software packages with some hands-on capabilityUnderstand DSS development methodologies and future directions|Review of management support systems. Individual and organizational decision making. Human problem solving and decision processes. Normative and behavioral models of decision making. Decision making process, decision modeling, and supporting decisions. Datamining and business intelligence. The DSS development tools. Management support systems integration. Implementation examples.|Student, who passed the course satisfactorily will be able to:Identify different management roles and decision typesDescribe characteristics of different management stylesRecite stages of Simon Decision Making ProcessDistingush basic concepts of linear programming, multi criteria decision making, analytic hierarchy process, simulation.Construct influence diagrams for decisional problemsConstruct decision treesSolve decisional problems by applying DSS techniques and discuss resultsCompute some DSS enabling software packagesIdentify, and compare&contrast different types of DSSs and tools, such as Group Support Systems, Simulation, Expert Systems and Data Mining&Warehousing, Knowledge Management, Business Performance ManagementExplain DSS development methodologiesEvaluate future trends of DSS
904|ION|INFORMATICS ONLINE|9040505|0|8|0|0|English|Not Available|Not Available|Not Available|Prof.Dr. ÜNAL ERKAN MUMCUOĞLU|Graduate|Not Available|Not Available|This course aims to integrate fundamental awareness and expertise obtained in earlier information systems and software engineering courses into a meaningful whole through an applied group project. Students are organized in teams and each team is responsible from a stage in a complete IS  development  project.  Teams  communicate  via formal documentation prepared and reviewed over the Internet. Course material, in parallel with project stages, presents an overview of fundamental IS project planning and management techniques and approaches. The course aims to achieve a professional level of quality in all stages of work, through formal peer reviews, standards of documentation and quality assurance.|Not Available
