Program Code|Program Short Name|Program Long Name|Course Code|Credit|ECTS Credit|Course Section|Capacity|Language of Instruction|Start Hour1|End Hour1|Day1|Instructor Name|Level of Study|Prerequisite|Course Objectives|Course Content|Course Learning Outcomes
910|CSEC|CYBER SECURITY|9100501|3|8|1|15|English|08:40|11:30|Tuesday|Prof.Dr. NAZİFE BAYKAL|Graduate|Not Available|By the end of this course, the students will be expected to learn the following key principles of Cyber Systems and Information Security:Key terminology of cyber security such as threat, attack, vulnerability, risk, …Information security policies and proceduresThe fundamental concepts of cryptographyAuthenticationAuthorization and access control policesNetwork vulnerabilities and defense mechanismsWeb application attacks and defense mechanismsHuman threats and social engineeringWireless security and cyber security in mobile environmentThe legal aspects of a computer forensicsSecurity management|This course will cover fundamentals of cyber systems and information security. The course provides a strong foundation in cyber systems and information security. The focus of the course is security and risk management, asset security, identity and access management, security assessment and testing, cryptography, penetration testing, mobile security, social engineering, legal and ethical issues.|This course emphasizes on the concepts in the field of computer and information security. The course is plan to introduce students to the fundamentals of computer security and applied cryptography. This course is designed to make students familiar with: i) various authentication and authorization methods; ii) understanding network, web, application and mobile vulnerabilities and their current defenses; iii) encryption solutions to protect data availability, confidentiality and integrity.  Students will also learn the fundamental methodology for analyze security systems, model available threats and provide security solutions.
910|CSEC|CYBER SECURITY|9100504|3|8|1|15|English|13:40|16:30|Tuesday|Assoc.Prof.Dr. CİHANGİR TEZCAN|Graduate|Not Available|The aim of this course is to give the fundamental concepts of penetration testing and introduce to students setting up the testing environment, testing stages, different methodologies for testing different environments.At the end of the course, the student is expected to learn: penetration testing methodology, basic Linux commands, testing stages, CTF competitions, vulnerabilities, and exploitation of various environments..|Introduction to penetration testing. Penetration testing planning; determining scope and rules of engagement documentation. Penetration testing tools: setting up virtual up and toolset. Reconnaissance phase: open source intelligence, information gathering, correlation, verification, and priorization. Scanning phase: enumeration, port scanning, and vulnerability analysis. Exploitation phase: manual exploitation, password cracking and Metasploit framework. Post-exploitation phase: Data gathering, network analysis, maintaining access, pivoting. Reporting phase: penetration test report structure and components. Bypassing security controls and avoiding detection.|Not Available
910|CSEC|CYBER SECURITY|9100507|3|8|1|25|English|09:40|12:30|Wednesday|Assoc.Prof.Dr. CİHANGİR TEZCAN|Graduate|Not Available|The aim of this course is to give the fundamental concepts of cryptography and introduce to students the private key, public key cryptographic systems, and cryptographic hash functions.|Historical introduction to cryptography. Block ciphers: Descriptions of internationally standardized ciphers. Modes of Operation. Block cipher cryptaanalysis. Cryptographic Hash Functions. Password cracking. Stream Ciphers. Public-key cryptography: Discrete logarithm and factorization problems. Descriptions of Diffle-Hellman key exchange, RSA, DSA algorithms. TLS/SSL protocol.|At the end of the course the student is expected to learn: the basic facts about cryptography, internationally standardized cryptographic algorithms, basic cryptanalytic techniques and password cracking.
910|CSEC|CYBER SECURITY|9100513|3|8|1|25|English|13:40|16:30|Wednesday|Assoc.Prof.Dr. CİHANGİR TEZCAN|Graduate|Not Available|Lightweight cryptography is a subfield of cryptography that aims to provide solutions tailored for resource-constrained devices. The aim of this course is to give the fundamental knowledge of lightweight cryptography algorithms, protocols, standards, and performance metrics. The student is expected to acquire the knowledge of how to design and analyze lightweight algorithms and protocols.|Lightweight block ciphers. Lightweight hash functions. Lightweight message authentication codes. Lightweight stream ciphers. Lightweight cryptography standards. Lightweight devices and performance metrics. Cryptanalysis of lightweight designs. Side-channel analysis. Internet of things.|Not Available
910|CSEC|CYBER SECURITY|9100522|3|8|1|20|English|13:40|16:30|Friday|Assist.Prof.Dr HASAN ÇİFCİ|Graduate|Not Available|Students will be able to comprehend and describe basic principles and definitions of cyber security and cyber war; cyber defense and offense capabilities of leading countries; fundamental principles of cyber defense and offense.Students will understand the ground principles of legal status of cyber security and warfare in the World and they will discern and distinguish the main actors’ approaches regarding cyberattacks and other cyber security related actions.Additionally, students will be able to identify cyber security roles and activities at national level and they will be able to define actions in order to fulfill the gaps in Turkey as a case study.|Objective of the course is to teach essential methods, tools, standards and principles of cyber security and cyber warfare, cyber defense and offense capabilities, policies of leading countries, fundamental tenets and aspects of cyber defense and offense.|Students, who passed the course satisfactorily, will be able to:- understand and identify basic definitions of cyber security and cyber warfare;- describe and distinguish basic tenets of cyber security (standards, tools, methods), cyber defense and offense;- comprehend the capabilities and strategies of the leading countries regarding cyber security and cyber warfare;- understand legal aspects of cyber attacks and cyber warfare;- learn cyber security exercise types and main international exercises and how to design an exercise;- describe the means and methods of cyber intelligence, cyber terrorism and cyber deterrence.
910|CSEC|CYBER SECURITY|9100525|3|8|1|15|English|09:40|12:30|Friday|Lecturer FATİH ÖĞMEN|Graduate|Not Available|Since this is a legal course, lectures and exams will be in Turkish.Materials for this course will be both in Turkish and English.By the end of this course, students will learn the legal domain for digital privacy in Turkey and the EU. (Both Personal Data Protection Law and General Data Protection Regulation will be covered.) Students will be able to make their designs, develop systems or business methods in compliance with principles stated in PDPL and GDPR. Also, they will know when they may need professional legal assistance.|This course will provide students a legal approach about information privacy, communication privacy and individual privacy. Students will study privacy from philosophical, historical, legal, policy, and technical perspectives and learn how to engineer systems for privacy. In addition, students will be provided with a basic knowledge about contracts and Intellecual Property issues for cybersecurity experts.|1. Digital Privacy in Information Age. Why do we need privacy and how can we protect our privacy?2. Key Terminology for GDPR and Personal Data Protection Regulation3. Principles relating to the processing of personal data4. Lawful processing of personal data5. Conditions of consent6. Conditions of Data Transfer7. Rights of the Data Subjects8. Supervisory authority9. Remedies, Liabilities, and Penalties due to GDPR and PDTL (Personal Data Protection Law - KVKK)10. Turkish Penal Code and Digital Privacy11. Intellectual Property Rights in Cyber Space
910|CSEC|CYBER SECURITY|9100528|3|8|1|15|English|11:40|12:30|Tuesday|Prof.Dr. NAZİFE BAYKAL|Graduate|Not Available|The objective of this course is to give the fundamental concepts of artificial intelligence and introduce the students with setting up the coding environment, data manipulation and classification execution stages, different techniques of machine learning.At the end of the course, the students are expected to learn different data mining techniques, coding in an interactive Python environment using artificial intelligence related libraries, executing different machine learning methods with a cyber security view.|This course aims to familiarize the cyber security and information systems students with data mining techniques and machine learning methods, with hands-on demonstrations on different cyber security use cases. The course will be conducted by first discussing the related concepts in theoretical formal lectures then applying sample codes in practical laboratory sessions.|At the end of the course, the students are expected to learn different data mining techniques, coding in an interactive Python environment using artificial intelligence related libraries, executing different machine learning methods with a cyber security view.
910|CSEC|CYBER SECURITY|9100589|0|20|1|10|English|Not Available|Not Available|Not Available|Assist.Prof.Dr AYBAR CAN ACAR|Graduate|Not Available|Not Available|M.S. students working on a common area choose a research topic to study and present to a group under the guidance of a faculty member.|Not Available
910|CSEC|CYBER SECURITY|9100589|0|20|2|1|English|Not Available|Not Available|Not Available|Prof.Dr. BANU GÜNEL KILIÇ|Graduate|Not Available|Not Available|M.S. students working on a common area choose a research topic to study and present to a group under the guidance of a faculty member.|Not Available
910|CSEC|CYBER SECURITY|9100589|0|20|3|0|English|Not Available|Not Available|Not Available|Prof.Dr. SEVGİ ÖZKAN YILDIRIM|Graduate|Not Available|Not Available|M.S. students working on a common area choose a research topic to study and present to a group under the guidance of a faculty member.|Not Available
