Program Code|Program Short Name|Program Long Name|Course Code|Credit|ECTS Credit|Course Section|Capacity|Language of Instruction|Start Hour1|End Hour1|Day1|Instructor Name|Level of Study|Prerequisite|Course Objectives|Course Content|Course Learning Outcomes
909|MMI|MULTIMEDIA INFORMATICS|9090505|3|8|1|20|English|09:40|12:30|Thursday|Assoc.Prof.Dr. ELİF SÜRER|Masters|Not Available|The course aims to present a historical and technical knowledge in evolution of video games. Major topics related with game development and design will be covered that give the students insight on this field and help them select their elective courses more consciously. Design components and processes, recent techniques in game development, widely accepted software and game engines and special topics in the field will be covered in the scope of the course. Having knowledge on these issues will give students the chance to select a specialization area to concentrate on, with awareness on all important concepts of game design, development and production.|The course aims to present a historical and technical knowledge in evolation of video games. Major topics related with game development and design will be covered that give the students an insight on this field and help them select their elective courses more consciosly. Recent techniques in game development, widely accepted software and game engines, special topics in the field will be covered in the scope of the course. Having knowledge on these issues will give students the chance to select a specilization area to concentrate on, w,th awareness on all important concepts of game design, development and production, so recieve a higher quality education.|On completion of this course,the learner will have in-depth knowledge of game componentsthe learner will be able to critically analyze existing gamesthe learner will be able to design and develop a new game and implement effective design, production and testing techniques through all phases of game development
909|MMI|MULTIMEDIA INFORMATICS|9090513|3|8|1|15|English|09:40|12:30|Wednesday|Prof.Dr. HÜSEYİN HACIHABİBOĞLU|Graduate|Not Available|Via this course and by the successful completion thereof, the students will:Learn the fundamental algorithms that are used in interactive systems such as games, AR, VR, and MR applicationsUnderstand the proper use of variants of different algorithms as well as their interactionsImprove their algorithm development skills without getting hindered by lower level programming languages.Develop an interactive application using some of the algorithms taught during the course.|A practical understanding of algorithms is necessary to develop interactive systems such as games, virtual/augmented/mixed reality and other interactive applications. This course aims to teach algorithms relevant in the context of designing interactive systems. The topics to be covered include random number generation, noise generation, procedural content generation, tournament modelling, game trees, path finding, group movement modelling, decision making and modelling uncertainty. Networking related topics will also be covered. The course is predominantly practical where the algorithms and their use will be described and implementation of major algorithms will be demonstrated with collaborative coding tools in class using Python. The assessment will be via programming assignments and a term project.|Not Available
909|MMI|MULTIMEDIA INFORMATICS|9090522|3|8|1|15|English|09:40|12:30|Friday|Prof.Dr. HÜSEYİN HACIHABİBOĞLU|Graduate|Not Available|Manual generation of game assets is a time consuming and costly process. In addition fixed, uncontrollable assets do not allow the modification of content with interaction. Procedural content generation is the name given to the set of techniques that focus on designing models that can be parametrically controlled. Procedural content generation and design are slowly becoming the norm in game development. The major advantage of procedural sound design is the substantial reduction in the effort required to record sounds. In addition it allows the game designer to avoid repetition by parametrically modifying the sound synthesis algorithms and the sounds that they generate in effect.The objective of this course is to equip the students with the knowledge, skills and tools needed to generate natural sounding, parametrically controllable artificial sound synthesis algorithms and sound effects.|Games are interactive applications and game worlds change with interaction. Audio content in games and virtual reality are typically canned recordings that are impossible to modify during runtime, preventing interactivity, causing repetition and increasing the memory footprint. Procedural audio generation by using interactive synthesis algorithms is a solution to circumvent these problems. This course aims to introduce the students to the concepts and underpinnings of procedural audio as well as give them the practical knowhow on procedural sound design for games.|Upon successful completion of this course the students will:learn the basic concepts of procedural sound design,learn the basics of human auditory system, auditory cognition, auditory memorylearn to use the Pure Data graphical programming languagelearn the basic artificial sound synthesis techniqueslearn to carry out modular analysis on sounding objects and combine different components in a meaningful and systematic waylearn about event-based parametric sound synthesis modelsgain practical experience in designing a variety of sound effects that can be used in gamesdesign, test, and deploy their first parametric sound synthesis model
909|MMI|MULTIMEDIA INFORMATICS|9090599|0|50|1|5|English|Not Available|Not Available|Not Available|Assoc.Prof.Dr. HANDE ALEMDAR|Graduate|Not Available|Not Available|Not Available|Not Available
909|MMI|MULTIMEDIA INFORMATICS|9090599|0|50|2|0|English|Not Available|Not Available|Not Available|Not Available|Graduate|Not Available|Not Available|Not Available|Not Available
909|MMI|MULTIMEDIA INFORMATICS|9090599|0|50|3|15|English|Not Available|Not Available|Not Available|Prof.Dr. HÜSEYİN HACIHABİBOĞLU|Graduate|Not Available|Not Available|Not Available|Not Available
909|MMI|MULTIMEDIA INFORMATICS|9090599|0|50|4|0|English|Not Available|Not Available|Not Available|Prof.Dr. UĞUR HALICI|Graduate|Not Available|Not Available|Not Available|Not Available
909|MMI|MULTIMEDIA INFORMATICS|9090599|0|50|5|5|English|Not Available|Not Available|Not Available|Prof.Dr. AHMET OĞUZ AKYÜZ|Graduate|Not Available|Not Available|Not Available|Not Available
909|MMI|MULTIMEDIA INFORMATICS|9090599|0|50|6|15|English|Not Available|Not Available|Not Available|Prof.Dr. ALPTEKİN TEMİZEL|Graduate|Not Available|Not Available|Not Available|Not Available
909|MMI|MULTIMEDIA INFORMATICS|9090599|0|50|7|5|English|Not Available|Not Available|Not Available|Prof.Dr. SANİYE TUĞBA TOKEL|Graduate|Not Available|Not Available|Not Available|Not Available
